,codigo,sintomas
9042,S82.1,Sintomas no encontrados
9043,S82.2,Sintomas no encontrados
9044,S82.3,Sintomas no encontrados
9045,S82.4,Sintomas no encontrados
9046,S82.5,Sintomas no encontrados
9047,S82.6,Sintomas no encontrados
9048,S82.7,Sintomas no encontrados
9049,S82.8,Sintomas no encontrados
9050,S82.9,Sintomas no encontrados
9051,S83,Sintomas no encontrados
9052,S83.0,Sintomas no encontrados
9053,S83.1,Sintomas no encontrados
9054,S83.2,Sintomas no encontrados
9055,S83.3,Sintomas no encontrados
9056,S83.4,Sintomas no encontrados
9057,S83.5,Sintomas no encontrados
9058,S83.6,Sintomas no encontrados
9059,S83.7,Sintomas no encontrados
9060,S84,Sintomas no encontrados
9061,S84.0,Sintomas no encontrados
9062,S84.1,Sintomas no encontrados
9063,S84.2,Sintomas no encontrados
9064,S84.7,Sintomas no encontrados
9065,S84.8,Sintomas no encontrados
9066,S84.9,Sintomas no encontrados
9067,S85,Sintomas no encontrados
9068,S85.0,Sintomas no encontrados
9069,S85.1,Sintomas no encontrados
9070,S85.2,Sintomas no encontrados
9071,S85.3,Sintomas no encontrados
9072,S85.4,Sintomas no encontrados
9073,S85.5,Sintomas no encontrados
9074,S85.7,Sintomas no encontrados
9075,S85.8,Sintomas no encontrados
9076,S85.9,Sintomas no encontrados
9077,S86,Sintomas no encontrados
9078,S86.0,Sintomas no encontrados
9079,S86.1,Sintomas no encontrados
9080,S86.2,Sintomas no encontrados
9081,S86.3,Sintomas no encontrados
9082,S86.7,Sintomas no encontrados
9083,S86.8,Sintomas no encontrados
9084,S86.9,Sintomas no encontrados
9085,S87,Sintomas no encontrados
9086,S87.0,Sintomas no encontrados
9087,S87.8,Sintomas no encontrados
9088,S88,Sintomas no encontrados
9089,S88.0,Sintomas no encontrados
9090,S88.1,Sintomas no encontrados
9091,S88.9,Sintomas no encontrados
9092,S89,Sintomas no encontrados
9093,S89.7,Sintomas no encontrados
9094,S89.8,Sintomas no encontrados
9095,S89.9,Sintomas no encontrados
9096,S90,Sintomas no encontrados
9097,S90.0,Sintomas no encontrados
9098,S90.1,Sintomas no encontrados
9099,S90.2,Sintomas no encontrados
9100,S90.3,Sintomas no encontrados
9101,S90.7,Sintomas no encontrados
9102,S90.8,Sintomas no encontrados
9103,S90.9,Sintomas no encontrados
9104,S91,Sintomas no encontrados
9105,S91.0,Sintomas no encontrados
9106,S91.1,Sintomas no encontrados
9107,S91.2,Sintomas no encontrados
9108,S91.3,Sintomas no encontrados
9109,S91.7,Sintomas no encontrados
9110,S92,Sintomas no encontrados
9111,S92.0,Sintomas no encontrados
9112,S92.1,Sintomas no encontrados
9113,S92.2,Sintomas no encontrados
9114,S92.3,Sintomas no encontrados
9115,S92.4,Sintomas no encontrados
9116,S92.5,Sintomas no encontrados
9117,S92.7,Sintomas no encontrados
9118,S92.9,Sintomas no encontrados
9119,S93,Sintomas no encontrados
9120,S93.0,Sintomas no encontrados
9121,S93.1,Sintomas no encontrados
9122,S93.2,Sintomas no encontrados
9123,S93.3,Sintomas no encontrados
9124,S93.4,Sintomas no encontrados
9125,S93.5,Sintomas no encontrados
9126,S93.6,Sintomas no encontrados
9127,S94,Sintomas no encontrados
9128,S94.0,Sintomas no encontrados
9129,S94.1,Sintomas no encontrados
9130,S94.2,Sintomas no encontrados
9131,S94.3,Sintomas no encontrados
9132,S94.7,Sintomas no encontrados
9133,S94.8,Sintomas no encontrados
9134,S94.9,Sintomas no encontrados
9135,S95,Sintomas no encontrados
9136,S95.0,Sintomas no encontrados
9137,S95.1,Sintomas no encontrados
9138,S95.2,Sintomas no encontrados
9139,S95.7,Sintomas no encontrados
9140,S95.8,Sintomas no encontrados
9141,S95.9,Sintomas no encontrados
9142,S96,Sintomas no encontrados
9143,S96.0,Sintomas no encontrados
9144,S96.1,Sintomas no encontrados
9145,S96.2,Sintomas no encontrados
9146,S96.7,Sintomas no encontrados
9147,S96.8,Sintomas no encontrados
9148,S96.9,Sintomas no encontrados
9149,S97,Sintomas no encontrados
9150,S97.0,Sintomas no encontrados
9151,S97.1,Sintomas no encontrados
9152,S97.8,Sintomas no encontrados
9153,S98,Sintomas no encontrados
9154,S98.0,Sintomas no encontrados
9155,S98.1,Sintomas no encontrados
9156,S98.2,Sintomas no encontrados
9157,S98.3,Sintomas no encontrados
9158,S98.4,Sintomas no encontrados
9159,S99,Sintomas no encontrados
9160,S99.7,Sintomas no encontrados
9161,S99.8,Sintomas no encontrados
9162,S99.9,Sintomas no encontrados
9163,T00,Sintomas no encontrados
9164,T00.0,Sintomas no encontrados
9165,T00.1,Sintomas no encontrados
9166,T00.2,Sintomas no encontrados
9167,T00.3,Sintomas no encontrados
9168,T00.6,Sintomas no encontrados
9169,T00.8,Sintomas no encontrados
9170,T00.9,Sintomas no encontrados
9171,T01,Sintomas no encontrados
9172,T01.0,Sintomas no encontrados
9173,T01.1,Sintomas no encontrados
9174,T01.2,Sintomas no encontrados
9175,T01.3,Sintomas no encontrados
9176,T01.6,Sintomas no encontrados
9177,T01.8,Sintomas no encontrados
9178,T01.9,Sintomas no encontrados
9179,T02,Sintomas no encontrados
9180,T02.0,Sintomas no encontrados
9181,T02.1,Sintomas no encontrados
9182,T02.2,Sintomas no encontrados
9183,T02.3,Sintomas no encontrados
9184,T02.4,Sintomas no encontrados
9185,T02.5,Sintomas no encontrados
9186,T02.6,Sintomas no encontrados
9187,T02.7,Sintomas no encontrados
9188,T02.8,Sintomas no encontrados
9189,T02.9,Sintomas no encontrados
9190,T03,Sintomas no encontrados
9191,T03.0,Sintomas no encontrados
9192,T03.1,Sintomas no encontrados
9193,T03.2,Sintomas no encontrados
9194,T03.3,Sintomas no encontrados
9195,T03.4,Sintomas no encontrados
9196,T03.8,Sintomas no encontrados
9197,T03.9,Sintomas no encontrados
9198,T04,Sintomas no encontrados
9199,T04.0,Sintomas no encontrados
9200,T04.1,Sintomas no encontrados
9201,T04.2,Sintomas no encontrados
9202,T04.3,Sintomas no encontrados
9203,T04.4,Sintomas no encontrados
9204,T04.7,Sintomas no encontrados
9205,T04.8,Sintomas no encontrados
9206,T04.9,Sintomas no encontrados
9207,T05,Sintomas no encontrados
9208,T05.0,Sintomas no encontrados
9209,T05.1,Sintomas no encontrados
9210,T05.2,Sintomas no encontrados
9211,T05.3,Sintomas no encontrados
9212,T05.4,Sintomas no encontrados
9213,T05.5,Sintomas no encontrados
9214,T05.6,Sintomas no encontrados
9215,T05.8,Sintomas no encontrados
9216,T05.9,Sintomas no encontrados
9217,T06,Sintomas no encontrados
9218,T06.0,Sintomas no encontrados
9219,T06.1,Sintomas no encontrados
9220,T06.2,Sintomas no encontrados
9221,T06.3,Sintomas no encontrados
9222,T06.4,Sintomas no encontrados
9223,T06.5,Sintomas no encontrados
9224,T06.8,Sintomas no encontrados
9225,T07,Sintomas no encontrados
9226,T08,Sintomas no encontrados
9227,T09,Sintomas no encontrados
9228,T09.0,Sintomas no encontrados
9229,T09.1,Sintomas no encontrados
9230,T09.2,Sintomas no encontrados
9231,T09.3,Sintomas no encontrados
9232,T09.4,Sintomas no encontrados
9233,T09.5,Sintomas no encontrados
9234,T09.6,Sintomas no encontrados
9235,T09.8,Sintomas no encontrados
9236,T09.9,Sintomas no encontrados
9237,T10,Sintomas no encontrados
9238,T11,Sintomas no encontrados
9239,T11.0,Sintomas no encontrados
9240,T11.1,Sintomas no encontrados
9241,T11.2,Sintomas no encontrados
9242,T11.3,Sintomas no encontrados
9243,T11.4,Sintomas no encontrados
9244,T11.5,Sintomas no encontrados
9245,T11.6,Sintomas no encontrados
9246,T11.8,Sintomas no encontrados
9247,T11.9,Sintomas no encontrados
9248,T12,Sintomas no encontrados
9249,T13,Sintomas no encontrados
9250,T13.0,Sintomas no encontrados
9251,T13.1,Sintomas no encontrados
9252,T13.2,Sintomas no encontrados
9253,T13.3,Sintomas no encontrados
9254,T13.4,Sintomas no encontrados
9255,T13.5,Sintomas no encontrados
9256,T13.6,Sintomas no encontrados
9257,T13.8,Sintomas no encontrados
9258,T13.9,Sintomas no encontrados
9259,T14,Sintomas no encontrados
9260,T14.0,Sintomas no encontrados
9261,T14.1,Sintomas no encontrados
9262,T14.2,Sintomas no encontrados
9263,T14.3,Sintomas no encontrados
9264,T14.4,Sintomas no encontrados
9265,T14.5,Sintomas no encontrados
9266,T14.6,Sintomas no encontrados
9267,T14.7,Sintomas no encontrados
9268,T14.8,Sintomas no encontrados
9269,T14.9,Sintomas no encontrados
9270,T15,Sintomas no encontrados
9271,T15.0,Sintomas no encontrados
9272,T15.1,Sintomas no encontrados
9273,T15.8,Sintomas no encontrados
9274,T15.9,Sintomas no encontrados
9275,T16,Sintomas no encontrados
9276,T17,Sintomas no encontrados
9277,T17.0,Sintomas no encontrados
9278,T17.1,Sintomas no encontrados
9279,T17.2,Sintomas no encontrados
9280,T17.3,Sintomas no encontrados
9281,T17.4,Sintomas no encontrados
9282,T17.5,Sintomas no encontrados
9283,T17.8,Sintomas no encontrados
9284,T17.9,Sintomas no encontrados
9285,T18,Sintomas no encontrados
9286,T18.0,Sintomas no encontrados
9287,T18.1,Sintomas no encontrados
9288,T18.2,Sintomas no encontrados
9289,T18.3,Sintomas no encontrados
9290,T18.4,Sintomas no encontrados
9291,T18.5,Sintomas no encontrados
9292,T18.8,Sintomas no encontrados
9293,T18.9,Sintomas no encontrados
9294,T19,Sintomas no encontrados
9295,T19.0,Sintomas no encontrados
9296,T19.1,Sintomas no encontrados
9297,T19.2,Sintomas no encontrados
9298,T19.3,Sintomas no encontrados
9299,T19.8,Sintomas no encontrados
9300,T19.9,Sintomas no encontrados
9301,T20,Sintomas no encontrados
9302,T20.0,Sintomas no encontrados
9303,T20.1,Sintomas no encontrados
9304,T20.2,Sintomas no encontrados
9305,T20.3,Sintomas no encontrados
9306,T20.4,Sintomas no encontrados
9307,T20.5,Sintomas no encontrados
9308,T20.6,Sintomas no encontrados
9309,T20.7,Sintomas no encontrados
9310,T21,Sintomas no encontrados
9311,T21.0,Sintomas no encontrados
9312,T21.1,Sintomas no encontrados
9313,T21.2,Sintomas no encontrados
9314,T21.3,Sintomas no encontrados
9315,T21.4,Sintomas no encontrados
9316,T21.5,Sintomas no encontrados
9317,T21.6,Sintomas no encontrados
9318,T21.7,Sintomas no encontrados
9319,T22,Sintomas no encontrados
9320,T22.0,Sintomas no encontrados
9321,T22.1,Sintomas no encontrados
9322,T22.2,Sintomas no encontrados
9323,T22.3,Sintomas no encontrados
9324,T22.4,Sintomas no encontrados
9325,T22.5,Sintomas no encontrados
9326,T22.6,Sintomas no encontrados
9327,T22.7,Sintomas no encontrados
9328,T23,Sintomas no encontrados
9329,T23.0,Sintomas no encontrados
9330,T23.1,Sintomas no encontrados
9331,T23.2,Sintomas no encontrados
9332,T23.3,Sintomas no encontrados
9333,T23.4,Sintomas no encontrados
9334,T23.5,Sintomas no encontrados
9335,T23.6,Sintomas no encontrados
9336,T23.7,Sintomas no encontrados
9337,T24,Sintomas no encontrados
9338,T24.0,Sintomas no encontrados
9339,T24.1,Sintomas no encontrados
9340,T24.2,Sintomas no encontrados
9341,T24.3,Sintomas no encontrados
9342,T24.4,Sintomas no encontrados
9343,T24.5,Sintomas no encontrados
9344,T24.6,Sintomas no encontrados
9345,T24.7,Sintomas no encontrados
9346,T25,Sintomas no encontrados
9347,T25.0,Sintomas no encontrados
9348,T25.1,Sintomas no encontrados
9349,T25.2,Sintomas no encontrados
9350,T25.3,Sintomas no encontrados
9351,T25.4,Sintomas no encontrados
9352,T25.5,Sintomas no encontrados
9353,T25.6,Sintomas no encontrados
9354,T25.7,Sintomas no encontrados
9355,T26,Sintomas no encontrados
9356,T26.0,Sintomas no encontrados
9357,T26.1,Sintomas no encontrados
9358,T26.2,Sintomas no encontrados
9359,T26.3,Sintomas no encontrados
9360,T26.4,Sintomas no encontrados
9361,T26.5,Sintomas no encontrados
9362,T26.6,Sintomas no encontrados
9363,T26.7,Sintomas no encontrados
9364,T26.8,Sintomas no encontrados
9365,T26.9,Sintomas no encontrados
9366,T27,Sintomas no encontrados
9367,T27.0,Sintomas no encontrados
9368,T27.1,Sintomas no encontrados
9369,T27.2,Sintomas no encontrados
9370,T27.3,Sintomas no encontrados
9371,T27.4,Sintomas no encontrados
9372,T27.5,Sintomas no encontrados
9373,T27.6,Sintomas no encontrados
9374,T27.7,Sintomas no encontrados
9375,T28,Sintomas no encontrados
9376,T28.0,Sintomas no encontrados
9377,T28.1,Sintomas no encontrados
9378,T28.2,Sintomas no encontrados
9379,T28.3,Sintomas no encontrados
9380,T28.4,Sintomas no encontrados
9381,T28.5,Sintomas no encontrados
9382,T28.6,Sintomas no encontrados
9383,T28.7,Sintomas no encontrados
9384,T28.8,Sintomas no encontrados
9385,T28.9,Sintomas no encontrados
9386,T29,Sintomas no encontrados
9387,T29.0,Sintomas no encontrados
9388,T29.1,Sintomas no encontrados
9389,T29.2,Sintomas no encontrados
9390,T29.3,Sintomas no encontrados
9391,T29.4,Sintomas no encontrados
9392,T29.5,Sintomas no encontrados
9393,T29.6,Sintomas no encontrados
9394,T29.7,Sintomas no encontrados
9395,T30,Sintomas no encontrados
9396,T30.0,Sintomas no encontrados
9397,T30.1,Sintomas no encontrados
9398,T30.2,Sintomas no encontrados
9399,T30.3,Sintomas no encontrados
9400,T30.4,Sintomas no encontrados
9401,T30.5,Sintomas no encontrados
9402,T30.6,Sintomas no encontrados
9403,T30.7,Sintomas no encontrados
9404,T31,Sintomas no encontrados
9405,T31.0,Sintomas no encontrados
9406,T31.1,Sintomas no encontrados
9407,T31.2,Sintomas no encontrados
9408,T31.3,Sintomas no encontrados
9409,T31.4,Sintomas no encontrados
9410,T31.5,Sintomas no encontrados
9411,T31.6,Sintomas no encontrados
9412,T31.7,Sintomas no encontrados
9413,T31.8,Sintomas no encontrados
9414,T31.9,Sintomas no encontrados
9415,T32,Sintomas no encontrados
9416,T32.0,Sintomas no encontrados
9417,T32.1,Sintomas no encontrados
9418,T32.2,Sintomas no encontrados
9419,T32.3,Sintomas no encontrados
9420,T32.4,Sintomas no encontrados
9421,T32.5,Sintomas no encontrados
9422,T32.6,Sintomas no encontrados
9423,T32.7,Sintomas no encontrados
9424,T32.8,Sintomas no encontrados
9425,T32.9,Sintomas no encontrados
9426,T33,"Numbness, feeling cold, clumsiness, pale color[1]"
9427,T33.0,Sintomas no encontrados
9428,T33.1,Sintomas no encontrados
9429,T33.2,Sintomas no encontrados
9430,T33.3,Sintomas no encontrados
9431,T33.4,Sintomas no encontrados
9432,T33.5,Sintomas no encontrados
9433,T33.6,Sintomas no encontrados
9434,T33.7,Sintomas no encontrados
9435,T33.8,Sintomas no encontrados
9436,T33.9,Sintomas no encontrados
9437,T34,"Numbness, feeling cold, clumsiness, pale color[1]"
9438,T34.0,Sintomas no encontrados
9439,T34.1,Sintomas no encontrados
9440,T34.2,Sintomas no encontrados
9441,T34.3,Sintomas no encontrados
9442,T34.4,Sintomas no encontrados
9443,T34.5,Sintomas no encontrados
9444,T34.6,Sintomas no encontrados
9445,T34.7,Sintomas no encontrados
9446,T34.8,Sintomas no encontrados
9447,T34.9,Sintomas no encontrados
9448,T35,Sintomas no encontrados
9449,T35.0,Sintomas no encontrados
9450,T35.1,Sintomas no encontrados
9451,T35.2,Sintomas no encontrados
9452,T35.3,Sintomas no encontrados
9453,T35.4,Sintomas no encontrados
9454,T35.5,Sintomas no encontrados
9455,T35.6,Sintomas no encontrados
9456,T35.7,Sintomas no encontrados
9457,T36,Sintomas no encontrados
9458,T36.0,Sintomas no encontrados
9459,T36.1,Sintomas no encontrados
9460,T36.2,Sintomas no encontrados
9461,T36.3,Sintomas no encontrados
9462,T36.4,Sintomas no encontrados
9463,T36.5,Sintomas no encontrados
9464,T36.6,Sintomas no encontrados
9465,T36.7,Sintomas no encontrados
9466,T36.8,Sintomas no encontrados
9467,T36.9,Sintomas no encontrados
9468,T37,Sintomas no encontrados
9469,T37.0,Sintomas no encontrados
9470,T37.1,Sintomas no encontrados
9471,T37.2,Sintomas no encontrados
9472,T37.3,Sintomas no encontrados
9473,T37.4,Sintomas no encontrados
9474,T37.5,Sintomas no encontrados
9475,T37.8,Sintomas no encontrados
9476,T37.9,Sintomas no encontrados
9477,T38,Sintomas no encontrados
9478,T38.0,Sintomas no encontrados
9479,T38.1,Sintomas no encontrados
9480,T38.2,Sintomas no encontrados
9481,T38.3,Sintomas no encontrados
9482,T38.4,Sintomas no encontrados
9483,T38.5,Sintomas no encontrados
9484,T38.6,Sintomas no encontrados
9485,T38.7,Sintomas no encontrados
9486,T38.8,Sintomas no encontrados
9487,T38.9,Sintomas no encontrados
9488,T39,Sintomas no encontrados
9489,T39.0,Sintomas no encontrados
9490,T39.1,Sintomas no encontrados
9491,T39.2,Sintomas no encontrados
9492,T39.3,Sintomas no encontrados
9493,T39.4,Sintomas no encontrados
9494,T39.8,Sintomas no encontrados
9495,T39.9,Sintomas no encontrados
9496,T40,Sintomas no encontrados
9497,T40.0,Sintomas no encontrados
9498,T40.1,Sintomas no encontrados
9499,T40.2,Sintomas no encontrados
9500,T40.3,Sintomas no encontrados
9501,T40.4,Sintomas no encontrados
9502,T40.5,Sintomas no encontrados
9503,T40.6,Sintomas no encontrados
9504,T40.7,Sintomas no encontrados
9505,T40.8,Sintomas no encontrados
9506,T40.9,Sintomas no encontrados
9507,T41,Sintomas no encontrados
9508,T41.0,Sintomas no encontrados
9509,T41.1,Sintomas no encontrados
9510,T41.2,Sintomas no encontrados
9511,T41.3,Sintomas no encontrados
9512,T41.4,Sintomas no encontrados
9513,T41.5,Sintomas no encontrados
9514,T42,Sintomas no encontrados
9515,T42.0,Sintomas no encontrados
9516,T42.1,Sintomas no encontrados
9517,T42.2,Sintomas no encontrados
9518,T42.3,Sintomas no encontrados
9519,T42.4,Sintomas no encontrados
9520,T42.5,Sintomas no encontrados
9521,T42.6,Sintomas no encontrados
9522,T42.7,Sintomas no encontrados
9523,T42.8,Sintomas no encontrados
9524,T43,Sintomas no encontrados
9525,T43.0,Sintomas no encontrados
9526,T43.1,Sintomas no encontrados
9527,T43.2,Sintomas no encontrados
9528,T43.3,Sintomas no encontrados
9529,T43.4,Sintomas no encontrados
9530,T43.5,Sintomas no encontrados
9531,T43.6,Sintomas no encontrados
9532,T43.8,Sintomas no encontrados
9533,T43.9,Sintomas no encontrados
9534,T44,Sintomas no encontrados
9535,T44.0,Sintomas no encontrados
9536,T44.1,Sintomas no encontrados
9537,T44.2,Sintomas no encontrados
9538,T44.3,Sintomas no encontrados
9539,T44.4,Sintomas no encontrados
9540,T44.5,Sintomas no encontrados
9541,T44.6,Sintomas no encontrados
9542,T44.7,Sintomas no encontrados
9543,T44.8,Sintomas no encontrados
9544,T44.9,Sintomas no encontrados
9545,T45,Sintomas no encontrados
9546,T45.0,Sintomas no encontrados
9547,T45.1,Sintomas no encontrados
9548,T45.2,Sintomas no encontrados
9549,T45.3,Sintomas no encontrados
9550,T45.4,Sintomas no encontrados
9551,T45.5,Sintomas no encontrados
9552,T45.6,Sintomas no encontrados
9553,T45.7,Sintomas no encontrados
9554,T45.8,Sintomas no encontrados
9555,T45.9,Sintomas no encontrados
9556,T46,Sintomas no encontrados
9557,T46.0,Sintomas no encontrados
9558,T46.1,Sintomas no encontrados
9559,T46.2,Sintomas no encontrados
9560,T46.3,Sintomas no encontrados
9561,T46.4,Sintomas no encontrados
9562,T46.5,Sintomas no encontrados
9563,T46.6,Sintomas no encontrados
9564,T46.7,Sintomas no encontrados
9565,T46.8,Sintomas no encontrados
9566,T46.9,Sintomas no encontrados
9567,T47,Sintomas no encontrados
9568,T47.0,Sintomas no encontrados
9569,T47.1,Sintomas no encontrados
9570,T47.2,Sintomas no encontrados
9571,T47.3,Sintomas no encontrados
9572,T47.4,Sintomas no encontrados
9573,T47.5,Sintomas no encontrados
9574,T47.6,Sintomas no encontrados
9575,T47.7,Sintomas no encontrados
9576,T47.8,Sintomas no encontrados
9577,T47.9,Sintomas no encontrados
9578,T48,Sintomas no encontrados
9579,T48.0,Sintomas no encontrados
9580,T48.1,Sintomas no encontrados
9581,T48.2,Sintomas no encontrados
9582,T48.3,Sintomas no encontrados
9583,T48.4,Sintomas no encontrados
9584,T48.5,Sintomas no encontrados
9585,T48.6,Sintomas no encontrados
9586,T48.7,Sintomas no encontrados
9587,T49,Sintomas no encontrados
9588,T49.0,Sintomas no encontrados
9589,T49.1,Sintomas no encontrados
9590,T49.2,Sintomas no encontrados
9591,T49.3,Sintomas no encontrados
9592,T49.4,Sintomas no encontrados
9593,T49.5,Sintomas no encontrados
9594,T49.6,Sintomas no encontrados
9595,T49.7,Sintomas no encontrados
9596,T49.8,Sintomas no encontrados
9597,T49.9,Sintomas no encontrados
9598,T50,Sintomas no encontrados
9599,T50.0,Sintomas no encontrados
9600,T50.1,Sintomas no encontrados
9601,T50.2,Sintomas no encontrados
9602,T50.3,Sintomas no encontrados
9603,T50.4,Sintomas no encontrados
9604,T50.5,Sintomas no encontrados
9605,T50.6,Sintomas no encontrados
9606,T50.7,Sintomas no encontrados
9607,T50.8,Sintomas no encontrados
9608,T50.9,Sintomas no encontrados
9609,T51,Sintomas no encontrados
9610,T51.0,Sintomas no encontrados
9611,T51.1,Sintomas no encontrados
9612,T51.2,Sintomas no encontrados
9613,T51.3,Sintomas no encontrados
9614,T51.8,Sintomas no encontrados
9615,T51.9,Sintomas no encontrados
9616,T52,Sintomas no encontrados
9617,T52.0,Sintomas no encontrados
9618,T52.1,Sintomas no encontrados
9619,T52.2,Sintomas no encontrados
9620,T52.3,Sintomas no encontrados
9621,T52.4,Sintomas no encontrados
9622,T52.8,Sintomas no encontrados
9623,T52.9,Sintomas no encontrados
9624,T53,Sintomas no encontrados
9625,T53.0,Sintomas no encontrados
9626,T53.1,Sintomas no encontrados
9627,T53.2,Sintomas no encontrados
9628,T53.3,Sintomas no encontrados
9629,T53.4,Sintomas no encontrados
9630,T53.5,Sintomas no encontrados
9631,T53.6,Sintomas no encontrados
9632,T53.7,Sintomas no encontrados
9633,T53.9,Sintomas no encontrados
9634,T54,Sintomas no encontrados
9635,T54.0,Sintomas no encontrados
9636,T54.1,Sintomas no encontrados
9637,T54.2,Sintomas no encontrados
9638,T54.3,Sintomas no encontrados
9639,T54.9,Sintomas no encontrados
9640,T55,Sintomas no encontrados
9641,T56,Sintomas no encontrados
9642,T56.0,Sintomas no encontrados
9643,T56.1,Sintomas no encontrados
9644,T56.2,Sintomas no encontrados
9645,T56.3,Sintomas no encontrados
9646,T56.4,Sintomas no encontrados
9647,T56.5,Sintomas no encontrados
9648,T56.6,Sintomas no encontrados
9649,T56.7,Sintomas no encontrados
9650,T56.8,Sintomas no encontrados
9651,T56.9,Sintomas no encontrados
9652,T57,Sintomas no encontrados
9653,T57.0,Sintomas no encontrados
9654,T57.1,Sintomas no encontrados
9655,T57.2,Sintomas no encontrados
9656,T57.3,Sintomas no encontrados
9657,T57.8,Sintomas no encontrados
9658,T57.9,Sintomas no encontrados
9659,T58,Sintomas no encontrados
9660,T59,Sintomas no encontrados
9661,T59.0,Sintomas no encontrados
9662,T59.1,Sintomas no encontrados
9663,T59.2,Sintomas no encontrados
9664,T59.3,Sintomas no encontrados
9665,T59.4,Sintomas no encontrados
9666,T59.5,Sintomas no encontrados
9667,T59.6,Sintomas no encontrados
9668,T59.7,Sintomas no encontrados
9669,T59.8,Sintomas no encontrados
9670,T59.9,Sintomas no encontrados
9671,T60,Sintomas no encontrados
9672,T60.0,Sintomas no encontrados
9673,T60.1,Sintomas no encontrados
9674,T60.2,Sintomas no encontrados
9675,T60.3,Sintomas no encontrados
9676,T60.4,Sintomas no encontrados
9677,T60.8,Sintomas no encontrados
9678,T60.9,Sintomas no encontrados
9679,T61,Sintomas no encontrados
9680,T61.0,Sintomas no encontrados
9681,T61.1,Sintomas no encontrados
9682,T61.2,Sintomas no encontrados
9683,T61.8,Sintomas no encontrados
9684,T61.9,Sintomas no encontrados
9685,T62,Sintomas no encontrados
9686,T62.0,Sintomas no encontrados
9687,T62.1,Sintomas no encontrados
9688,T62.2,Sintomas no encontrados
9689,T62.8,Sintomas no encontrados
9690,T62.9,Sintomas no encontrados
9691,T63,Sintomas no encontrados
9692,T63.0,Sintomas no encontrados
9693,T63.1,Sintomas no encontrados
9694,T63.2,Sintomas no encontrados
9695,T63.3,Sintomas no encontrados
9696,T63.4,Sintomas no encontrados
9697,T63.5,Sintomas no encontrados
9698,T63.6,Sintomas no encontrados
9699,T63.8,Sintomas no encontrados
9700,T63.9,Sintomas no encontrados
9701,T64,Sintomas no encontrados
9702,T65,Sintomas no encontrados
9703,T65.0,Sintomas no encontrados
9704,T65.1,Sintomas no encontrados
9705,T65.2,Sintomas no encontrados
9706,T65.3,Sintomas no encontrados
9707,T65.4,Sintomas no encontrados
9708,T65.5,Sintomas no encontrados
9709,T65.6,Sintomas no encontrados
9710,T65.8,Sintomas no encontrados
9711,T65.9,Sintomas no encontrados
9712,T66,Sintomas no encontrados
9713,T67,Sintomas no encontrados
9714,T67.0,Sintomas no encontrados
9715,T67.1,Sintomas no encontrados
9716,T67.2,Sintomas no encontrados
9717,T67.3,Sintomas no encontrados
9718,T67.4,Sintomas no encontrados
9719,T67.5,Sintomas no encontrados
9720,T67.6,Sintomas no encontrados
9721,T67.7,Sintomas no encontrados
9722,T67.8,Sintomas no encontrados
9723,T67.9,Sintomas no encontrados
9724,T68,"
Mild: Shivering, mental confusion[2]
Moderate: No shivering, increased confusion[2]
Severe: Paradoxical undressing, cardiac arrest[2]
"
9725,T69,Sintomas no encontrados
9726,T69.0,Sintomas no encontrados
9727,T69.1,Sintomas no encontrados
9728,T69.8,Sintomas no encontrados
9729,T69.9,Sintomas no encontrados
9730,T70,Sintomas no encontrados
9731,T70.0,Sintomas no encontrados
9732,T70.1,Sintomas no encontrados
9733,T70.2,Sintomas no encontrados
9734,T70.3,Sintomas no encontrados
9735,T70.4,Sintomas no encontrados
9736,T70.8,Sintomas no encontrados
9737,T70.9,Sintomas no encontrados
9738,T71,Sintomas no encontrados
9739,T73,Sintomas no encontrados
9740,T73.0,Sintomas no encontrados
9741,T73.1,Sintomas no encontrados
9742,T73.2,Sintomas no encontrados
9743,T73.3,Sintomas no encontrados
9744,T73.8,Sintomas no encontrados
9745,T73.9,Sintomas no encontrados
9746,T74,Sintomas no encontrados
9747,T74.0,Sintomas no encontrados
9748,T74.1,Sintomas no encontrados
9749,T74.2,Sintomas no encontrados
9750,T74.3,Sintomas no encontrados
9751,T74.8,Sintomas no encontrados
9752,T74.9,Sintomas no encontrados
9753,T75,Sintomas no encontrados
9754,T75.0,Sintomas no encontrados
9755,T75.1,Sintomas no encontrados
9756,T75.2,Sintomas no encontrados
9757,T75.3,"Nausea, vomiting, cold sweat, increased salivation[1][2]"
9758,T75.4,Sintomas no encontrados
9759,T75.8,Sintomas no encontrados
9760,T76,Sintomas no encontrados
9761,T78,Sintomas no encontrados
9762,T78.0,Sintomas no encontrados
9763,T78.1,Sintomas no encontrados
9764,T78.2,Sintomas no encontrados
9765,T78.3,Area of swelling[1]
9766,T78.4,Sintomas no encontrados
9767,T78.8,Sintomas no encontrados
9768,T78.9,Sintomas no encontrados
9769,T79,Sintomas no encontrados
9770,T79.0,Sintomas no encontrados
9771,T79.1,Sintomas no encontrados
9772,T79.2,Sintomas no encontrados
9773,T79.3,Sintomas no encontrados
9774,T79.4,"Initial: Weakness, fast heart rate, fast breathing, sweating, anxiety, increased thirst[1]Later: Confusion, unconsciousness, cardiac arrest[1]"
9775,T79.5,Sintomas no encontrados
9776,T79.6,Sintomas no encontrados
9777,T79.7,Sintomas no encontrados
9778,T79.8,Sintomas no encontrados
9779,T79.9,Sintomas no encontrados
